merchant,description,category
Wayfair,geschäft,Shopping
SPOTIFY USA $114.73,,Entertainment
STEAM PURCHASE $40.29 Video games,,Entertainment
Extra Space,alquiler,Housing
American Airlines,,Transport
HOSPITAL BILL $687.38,,Healthcare
UNITED AIRLINES $678.94,,Transport
PURCHASE AUTHORIZED KFC $60.81 Dinner,,Food & Drink
Frontier Communications,Annual premium,Bills & Utilities
Side Gig,reembolso,Income
RECURRING PAYMENT Ring,,Bills & Utilities
PG&E ELECTRIC $317.02,,Bills & Utilities
KAISER PERMANENTE $1268.08 Eye exam,,Healthcare
Zalando,Headphones,Shopping
FEDEx SHIPPING $69.65,,Other
Apartment,Repair supplies,Housing
Chipotle Mexican Grill STORE #4960 PURCHASE Snack,,Food & Drink
Dentist,hospital,Healthcare
WESTERN UNION $41.09 Penalty,,Other
Radiology Associates,Root canal,Healthcare
FedEx Office,その他,Other
RENT PAYMENT $2476.07 Property tax,,Housing
TARGET T-9364 PURCHASE,,Shopping
Etsy,Direct deposit,Income
Nanny,Accounting,Other
Hulu,assinatura,Bills & Utilities
Raising Cane's,Afternoon tea,Food & Drink
Duolingo,Online course,Education
Biryani Palace SUBSCRIPTION RENEWAL Iced Coffee,,Food & Drink
Board Game Cafe,musik,Entertainment
Pluralsight,पाठ्यक्रम,Education
Car Wash,سفر,Transport
Megabus,,Transport
HOME DEPOT #7557 $2207.28 Handyman,,Housing
EXXON MOBIL #6153,,Transport
AT&T,Phone bill,Bills & Utilities
HP,,Shopping
Hulu,Film,Entertainment
VRBO,,Housing
LinkedIn Learning,,Education
RECURRING PAYMENT Frontier Communications,,Bills & Utilities
MinuteClinic,Consultation,Healthcare
PAYPAL TRANSFER $7603.82 Annual tax refund,,Income
COURSERA PURCHASE $602.00,,Education
CompTIA,Art class,Education
Snow Removal,жилье,Housing
Flipkart,전자제품,Shopping
Trader Joe's,Deli order,Food & Drink
ONLINE PURCHASE Biryani Palace.COM Beer,,Food & Drink
Car Rental,Toll,Transport
Barron's,Certification,Education
IRS TREAS 310 TAX REF State refund,,Income
AUTOPAY VERIZON WIRELESS $310.11,,Bills & Utilities
Broadway,música,Entertainment
COMCAST CABLE $249.27 Cloud storage,,Bills & Utilities
Pottery Barn,Apparel,Shopping
GameStop,Makeup,Shopping
DIRECT DEBIT Home Insurance $183.19,,Bills & Utilities
MIT OpenCourseWare,Art class,Education
Amtrak,Airport lounge,Transport
Bloomingdale's,전자제품,Shopping
Transit Pass,Flight ticket,Transport
CARD 8113 PURCHASE Wingstop Smoothie,,Food & Drink
SHELL OIL LOS ANGELES #4822 Express lane,,Transport
LOWES #8457 $2367.37,,Housing
Supplement,Vaccination,Healthcare
Yo! Sushi,Drive-through,Food & Drink
Drugstore,,Healthcare
COURSERA PURCHASE $1493.59,,Education
MORTGAGE PAYMENT $2194.44 Cleaning,,Housing
DENTAL ASSOCIATES $780.58 Follow-up,,Healthcare
BANK FEE $8.81,,Other
T-Mobile,Processing fee,Bills & Utilities
McDonald's,,Food & Drink
MISC PURCHASE $11.92 Daycare,,Other
CubeSmart,reparo,Housing
Investment,,Income
WESTERN UNION $11.92,,Other
Amazon Locker,Pressing,Other
New Balance,Home decor,Shopping
NETFLIX.COM $96.63,,Entertainment
Retainer,Cash back reward,Income
Deutsche Bahn,,Transport
Udemy,éducation,Education
Property Tax,Administrative fee,Bills & Utilities
Wish,Printer,Shopping
Lease Payment,,Transport
Dollar Rental,タクシー,Transport
Freelancer.com,Paycheck,Income
Pharmacy,Extraction,Healthcare
SimpliSafe,구독,Bills & Utilities
BOOK STORE $620.87,,Education
MEDICAL CENTER $973.07,,Healthcare
Pawn Shop,General expense,Other
LIVE NATION $78.75,,Entertainment
PLURALSIGHT $841.03,,Education
VENMO CASHOUT $7195.30,,Income
Restoration Hardware,खरीदारी,Shopping
ONLINE PURCHASE Domino's.COM All-you-can-eat,,Food & Drink
BEST BUY #8701 BERLIN,,Shopping
CHEGG STUDY $1025.15,,Education
TARGET T-1869 PURCHASE,,Shopping
Fiverr,,Income
Binance,reembolso,Income
Starbucks Reserve,,Food & Drink
T-MOBILE AUTOPAY $161.68,,Bills & Utilities
UBER EATS *Chick-fil-A PURCHASE,,Food & Drink
Pet Boarding,andere,Other
Gym Membership,Broadband,Bills & Utilities
ACH CREDIT Retainer Paycheck,,Income
Disney+,assurance,Bills & Utilities
MEDICAL CENTER $508.64 Root canal,,Healthcare
Extra Space,Handyman,Housing
Community Center,,Other
Miscellaneous,Contribution,Other
MORTGAGE PAYMENT $2431.48,,Housing
Cedars-Sinai,,Healthcare
Miscellaneous,Daycare,Other
Cox Communications,Standing order,Bills & Utilities
National Grid,Broadband,Bills & Utilities
UBER EATS *Burger King PURCHASE,,Food & Drink
ASUS,Hat,Shopping
U-Haul,maison,Housing
KAISER PERMANENTE $1083.96 Pet medication,,Healthcare
Xfinity,versorgung,Bills & Utilities
PURCHASE AUTHORIZED Costco $70.31,,Food & Drink
PLAYSTATION STORE $151.53 Museum visit,,Entertainment
DOORDASH *Pizza Place PURCHASE Espresso,,Food & Drink
Microsoft Learn,,Education
Apple TV+,Theme park,Entertainment
AMC THEATRES LOS ANGELES $29.47,,Entertainment
DIVIDEND SQUA $3157.97,,Income
Bun Bo Hue,,Food & Drink
Tutor,bildung,Education
Direct Deposit,Consulting,Income
In-N-Out Burger,Date night,Food & Drink
Air France,Vehicle lease,Transport
Deli,Alcohol,Food & Drink
The Halal Guys,Water,Food & Drink
State Tax Refund,Contract work,Income
Game Ticket,ألعاب,Entertainment
Employer Payroll,Commission,Income
DEBIT CARD PURCHASE Chili's Wine,,Food & Drink
Notebooks,Language learning,Education
Lawyer,,Other
Tropical Smoothie,,Food & Drink
PROPERTY TAX $2304.70 Remodel,,Housing
TICKETMASTER $128.48 Music streaming,,Entertainment
Vivint,Finance charge,Bills & Utilities
HOSPITAL BILL $859.02 Blood work,,Healthcare
Cracker Barrel,Late night snack,Food & Drink
HOA DUES $2349.80,,Housing
Neiman Marcus,Fragrance,Shopping
General Assembly,도서,Education
UPS SHIPPING $114.28,,Other
Merry Maids,Pest control,Housing
UNIVERSITY TUITION $640.14 Practice exam,,Education
Curry House,Taco,Food & Drink
Micro Center,Office supplies,Shopping
Aspen Dental,Lab results,Healthcare
Tropical Smoothie,café,Food & Drink
BEST BUY #5949 PARIS Toddler,,Shopping
Pluralsight,Voice lesson,Education
TICKETMASTER $186.14,,Entertainment
DEBIT PURCHASE Rite Aid,,Shopping
STATE TREASURY REFUND State refund,,Income
LYFT RIDES $282.42,,Transport
COMCAST CABLE $213.20 Auto-pay,,Bills & Utilities
Bass Pro Shops,hogar,Shopping
Settlement,भुगतान,Income
COURSERA PURCHASE $1316.48 Dance class,,Education
Sewer Bill,公用事业,Bills & Utilities
LIVE NATION $85.42 Expansion,,Entertainment
AMAZON.COM PURCHASE $388.17 Keyboard,,Shopping
Zillow,Flooring,Housing
STATE TREASURY REFUND Prize,,Income
UPS,Monthly subscription,Other
WALGREENS #8903 $43.47 Supplement,,Healthcare
HOSPITAL BILL $243.89,,Healthcare
Mental Health,Physical exam,Healthcare
STEAM PURCHASE $80.84,,Entertainment
ChargePoint,,Transport
Fitness Class,Audiobook,Entertainment
Government,Daily purchase,Other
CARD 1773 PURCHASE Greggs Burger,,Food & Drink
General Assembly,Learning,Education
MORTGAGE PAYMENT $1638.66 Maid service,,Housing
DENTAL ASSOCIATES $1315.73,,Healthcare
NIKE.COM ORDER PURCHASE School supplies,,Shopping
Community College,Application fee,Education
Thai Basil,فطور,Food & Drink
Nintendo Online,DLC,Entertainment
Valet Parking,Taxi,Transport
LeetCode,Art class,Education
Side Gig,Freelance work,Income
Roadside Assistance,avión,Transport
Dollar General,购物,Shopping
Subscription Service,Monthly subscription,Other
Outback SUBSCRIPTION RENEWAL,,Food & Drink
Wetherspoons STORE #2642 PURCHASE,,Food & Drink
HOME DEPOT.COM $2841.79,,Housing
Sweetgreen,Dinner,Food & Drink
Reliant Energy,services,Bills & Utilities
POS PURCHASE Chipotle LONDON Late night snack,,Food & Drink
LYFT RIDES $206.48,,Transport
BP,Charging,Transport
MAINTENANCE Pool Service $2875.47,,Housing
Outback,petit-déjeuner,Food & Drink
Sprint,,Bills & Utilities
LSAT Prep,大学,Education
Donation,Filing fee,Other
HOME DEPOT #7030 $2307.01,,Housing
CHEGG STUDY $1916.92,,Education
Shake Shack,レストラン,Food & Drink
Youtube,Premium subscription,Entertainment
AMC THEATRES LONDON $183.29 Movie,,Entertainment
TXU Energy,Standing order,Bills & Utilities
FEDEx SHIPPING $187.12 Replacement,,Other
Supplement,,Healthcare
Therapy Session,Contacts,Healthcare
Child Support,,Bills & Utilities
AMC Theatres,,Entertainment
LYFT RIDES $524.51,,Transport
Monthly Pass,Long distance ride,Transport
NETFLIX.COM $106.37,,Entertainment
JOANN,eletrônicos,Shopping
UDEMY COURSE $1888.65 Scholarship,,Education
Employer Payroll,Investment return,Income
PetSmart,Subscription box,Shopping
HOME DEPOT.COM $2431.39,,Housing
ONLINE PURCHASE Outback.COM Business lunch,,Food & Drink
DOORDASH *Olive Garden PURCHASE Birthday cake,,Food & Drink
National Car Rental,Bus fare,Transport
PLURALSIGHT $1150.73,,Education
GEICO PAYMENT $107.04 Finance charge,,Bills & Utilities
Dentist,,Healthcare
Oil Change,Premium gas,Transport
STATE TREASURY REFUND Award,,Income
CVS PHARMACY #4456 $340.95 Procedure,,Healthcare
STOCK SALE FEDE $2526.36 Bond interest,,Income
USPS POSTAGE $128.40 Storage rental,,Other
Nightclub,Museum visit,Entertainment
UBER EATS *In-N-Out PURCHASE,,Food & Drink
UBER EATS *Subway PURCHASE,,Food & Drink
Stock Sale,,Income
Veterinarian,,Healthcare
Bank of America,revenu,Income
Printing,Stamp,Other
T-MOBILE AUTOPAY $196.21 Monitoring fee,,Bills & Utilities
Medicine,Imaging,Healthcare
Subway SUBSCRIPTION RENEWAL Lunch,,Food & Drink
Sylvan Learning,Books,Education
ATM Fee,잡다,Other
Toll,,Other
GEICO PAYMENT $264.41 Administrative fee,,Bills & Utilities
PARKING PARIS $712.42,,Transport
Season Pass,,Entertainment
Daycare,Lost item,Other
YouTube Premium,Live music,Entertainment
Yard Sale,Royalties,Income
UNITED AIRLINES $727.50,,Transport
Brilliant,大学,Education
POS PURCHASE McDonald's DUBAI,,Food & Drink
ONLINE ORDER eBay Office supplies,,Shopping
MIT OpenCourseWare,学校,Education
WAL-MART SUPERCENTER #6720,,Shopping
PHARMACY PURCHASE $661.39,,Healthcare
Vanpool,,Transport
USPS POSTAGE $194.06,,Other
Big Lots,geschäft,Shopping
ACH CREDIT Consulting Fee Rental property,,Income
Greyhound,Round trip,Transport
PG&E ELECTRIC $335.14 Administrative fee,,Bills & Utilities
H-E-B,朝食,Food & Drink
Publix,Happy hour,Food & Drink
QUEST DIAGNOSTICS $510.25,,Healthcare
Ring Doorbell,,Housing
Dropbox,,Bills & Utilities
PHARMACY PURCHASE $252.79 Blood work,,Healthcare
BANK FEE $27.63,,Other
Settlement,راتب,Income
Legal Services,기타,Other
HOME DEPOT #8279 $1694.77 Furniture,,Housing
UDEMY COURSE $1249.36 Study material,,Education
UBER *TRIP $452.11 Street parking,,Transport
Car Wash,飞机,Transport
QUEST DIAGNOSTICS $528.19,,Healthcare
Intellectual Property,Insurance payout,Income
LOWES #8153 $1970.34,,Housing
Adobe Creative Cloud,,Bills & Utilities
STEAM PURCHASE $49.97 Rental,,Entertainment
HOSPITAL BILL $1188.77 Medicine,,Healthcare
Cleveland Clinic,pharmacie,Healthcare
UBER EATS *Souplantation PURCHASE,,Food & Drink
Peloton,Wireless service,Bills & Utilities
PLURALSIGHT $98.21,,Education
RECURRING PAYMENT USAA,,Bills & Utilities
Angi,Flooring,Housing
Marshalls,Sunglasses,Shopping
LYFT RIDES $492.71,,Transport
AUTOPAY VERIZON WIRELESS $30.05 Installation fee,,Bills & Utilities
SCHOOL PAYMENT $1057.75 Annual plan,,Education
Gucci,,Shopping
Yoga,,Entertainment
Dentist,Dental cleaning,Healthcare
Internet Bill,公共料金,Bills & Utilities
Starbucks STORE #2275 PURCHASE Taco,,Food & Drink
Toptal,Interest payment,Income
Caffe Nero,Takeout,Food & Drink
MasterClass,Technology fee,Education
QUEST DIAGNOSTICS $1141.32,,Healthcare
Direct Energy,Late fee,Bills & Utilities
Steam,商店,Shopping
Art Gallery,Facial,Entertainment
Yellow Cab,燃料,Transport
Gaming subscription,,Entertainment
Dell,Watch,Shopping
Printing,Other,Other
Baggage Fee,essence,Transport
StubHub,Game night,Entertainment
Side Gig,,Income
Charles Schwab,Patent income,Income
Supplement,Urgent care,Healthcare
United Way,Infraction,Other
Lambda School,Diploma,Education
STOCK SALE SOCI $9705.48,,Income
Government,general,Other
Medicine,Therapy,Healthcare
Pizza Place,comestibles,Food & Drink
Microsoft Store,,Shopping
HOA DUES $2983.35,,Housing
ONLINE ORDER Flipkart,,Shopping
GEICO PAYMENT $308.71,,Bills & Utilities
Del Taco,Grocery run,Food & Drink
WALGREENS #4357 $300.10 Pharmacy,,Healthcare
Pottery Barn,Retail,Shopping
STEAM PURCHASE $165.09,,Entertainment
Continuing Education,Certificate program,Education
Nando's,Soda,Food & Drink
ONLINE ORDER Retail Purchase Quarterly box,,Shopping
ONLINE PURCHASE Smoothie Bar.COM,,Food & Drink
TICKETMASTER $75.82,,Entertainment
AMC THEATRES LONDON $158.81 Comedy show,,Entertainment
TARGET T-6727 PURCHASE Adapter,,Shopping
AMAZON.COM PURCHASE $125.28,,Shopping
Mayo Clinic,Medical,Healthcare
Pet Hospital,Doctor visit,Healthcare
Late Fee,Wire,Other
Retail Purchase,Kids clothing,Shopping
UNITED AIRLINES $608.73,,Transport
FutureLearn,Fellowship,Education
Accountant,Lost item,Other
WESTERN UNION $41.27 ATM,,Other
UBER EATS *Sushi Zanmai PURCHASE Pizza,,Food & Drink
Comixology,게임,Entertainment
Furniture Store,家,Housing
Trulia,Lease payment,Housing
Smoothie Bar,Catering order,Food & Drink
Property Tax,Plumber,Housing
Tim Hortons,Birthday cake,Food & Drink
Comedy Club,,Entertainment
Dropbox,Monthly premium,Bills & Utilities
COURSERA PURCHASE $654.24 English class,,Education
Nationwide,Family plan,Bills & Utilities
Sport Rehab,medizinisch,Healthcare
CrossFit,,Bills & Utilities
T-MOBILE AUTOPAY $34.40,,Bills & Utilities
Gold's Gym,autopay,Bills & Utilities
Notebooks,educación,Education
GMAT Prep,SAT prep,Education
Goethe Institut,Dance class,Education
EA Play,jogos,Entertainment
SKILLSHARE $1175.37,,Education
HOA DUES $2594.50,,Housing
Gym,Pay-per-view,Entertainment
UDEMY COURSE $57.80,,Education
Rental Income,退款,Income
Safeway,Frappuccino,Food & Drink
DOORDASH *Subway PURCHASE Wine,,Food & Drink
WALGREENS #6154 $1143.16 Urgent care,,Healthcare
Sonic,Espresso,Food & Drink
RECURRING PAYMENT Insurance Premium Service charge,,Bills & Utilities
Church,общее,Other
PURCHASE AUTHORIZED Buffalo Wild Wings $41.18,,Food & Drink
UPS SHIPPING $103.97 Faxing,,Other
Flooring,,Housing
Social Security,Rebate check,Income
Late Fee,Laundry,Other
TICKETMASTER $37.72,,Entertainment
Costco,किराने का सामान,Food & Drink
Women's Health Center,,Healthcare
Dog Walking,Gift card purchase,Other
WALGREENS #3659 $1456.81 Hospital stay,,Healthcare
Home Warranty,Decor,Housing
PLAYSTATION STORE $160.23,,Entertainment
Realtor.com,Windows,Housing
Netflix,Direct debit,Bills & Utilities
Cafe,Coffee,Food & Drink
Transit,Metro pass,Transport
Codecademy,Grant,Education
Laundromat,Legal fee,Other
NETFLIX.COM $170.02,,Entertainment
Fine,,Other
Zillow,ремонт,Housing
Ross Stores,Kitchenware,Shopping
ACH CREDIT Inheritance,,Income
Broadway,Battle pass,Entertainment
Apprenticeship,educação,Education
UBER *TRIP $534.27,,Transport
Amazon Locker, various,Other
Udemy,Fellowship,Education
TARGET T-1449 PURCHASE,,Shopping
LYFT RIDES $174.71 Premium gas,,Transport
Photography,Season pass,Entertainment
AT&T,assurance,Bills & Utilities
Karaoke,ストリーミング,Entertainment
Property Tax,Vacation rental,Housing
AMC THEATRES BERLIN $66.67,,Entertainment
IRCTC,Alignment,Transport
USPS POSTAGE $142.11,,Other
DENTAL ASSOCIATES $14.12,,Healthcare
Salvation Army,Laundry,Other
Various,Prepaid load,Other
HOME DEPOT.COM $1331.91,,Housing
CHEGG STUDY $1389.97 Practice exam,,Education
CARD 8246 PURCHASE Little Caesars Taco,,Food & Drink
PHARMACY PURCHASE $849.97,,Healthcare
DELTA AIR LINES $599.02 Flight ticket,,Transport
Sephora,,Shopping
DEBIT PURCHASE New Balance,,Shopping
UBER *TRIP $128.41 Car wash,,Transport
Furniture Store,Decor,Housing
Craft supplies,Game purchase,Entertainment
PROPERTY TAX $1204.28,,Housing
WALGREENS #8979 $64.06 Pharmacy,,Healthcare
Interest Payment,수입,Income
Amazon Prime,,Bills & Utilities
Stationery,книги,Education
Life Coach,krankenhaus,Healthcare
Bolt,Train ticket,Transport
Harvard Extension,Dance class,Education
HOME DEPOT.COM $2400.77,,Housing
Pool Service,,Housing
BOOK STORE $901.11,,Education
Theme Park,Spa treatment,Entertainment
Water Park,музыка,Entertainment
UNITED AIRLINES $410.28,,Transport
Biryani Palace,Burger,Food & Drink
Alliance Française,Fellowship,Education
VOD,Documentary,Entertainment
HOME DEPOT #8923 $985.47,,Housing
Yoga Studio,Standing order,Bills & Utilities
GEICO PAYMENT $292.89 Recurring charge,,Bills & Utilities
Barron's,Annual plan,Education
Ambulance,Doctor visit,Healthcare
Trade School,جامعة,Education
UNITED AIRLINES $585.51,,Transport
DIRECT DEPOSIT PAYROLL $972.41 Interest payment,,Income
Etsy,Shop earnings,Income
Language School,学校,Education
CVS PHARMACY #8069 $144.15,,Healthcare
Card Game,,Entertainment
HOME DEPOT.COM $749.53 Roofing,,Housing
MEDICAL CENTER $358.09,,Healthcare
Johns Hopkins,Flu shot,Healthcare
KFC,Dessert,Food & Drink
DEBIT CARD PURCHASE Sweetgreen Groceries,,Food & Drink
Ola,EV charging,Transport
BANK FEE $170.28 Top-up,,Other
PURCHASE AUTHORIZED Starbucks Reserve $22.74,,Food & Drink
Vanguard,Freelance payment,Income
WALGREENS #1554 $522.92 Wellness visit,,Healthcare
HOME DEPOT #1504 $2348.09,,Housing
Sushi Bar,обед,Food & Drink
NETFLIX.COM $42.09 DLC,,Entertainment
Federal Refund,доход,Income
Amazon Prime,Direct debit,Bills & Utilities
Alliance Française,Dance class,Education
Liberty Mutual,Phone bill,Bills & Utilities
IHOP,Afternoon tea,Food & Drink
Food Market,Coffee,Food & Drink
West Elm,,Shopping
Discovery+,Family plan,Entertainment
APPLE STORE PURCHASE $272.63 Printer,,Shopping
COMCAST CABLE $62.88,,Bills & Utilities
Fidelity,Contract work,Income
Naan Stop,नाश्ता,Food & Drink
Gaming subscription,Play,Entertainment
PARKING SINGAPORE $74.42,,Transport
Nintendo eShop,musik,Entertainment
AMC THEATRES PHOENIX $195.12 Pay-per-view,,Entertainment
STATE TREASURY REFUND Sublease,,Income
Sears Optical,Wellness visit,Healthcare
Life Insurance,Standing order,Bills & Utilities
Insomnia Cookies,Meal,Food & Drink
CVS PHARMACY #3970 $738.54,,Healthcare
Accountant,Prepaid load,Other
HOSPITAL BILL $693.70 Imaging,,Healthcare
Bet,General expense,Other
SKILLSHARE $1017.03,,Education
Pret A Manger,,Food & Drink
PLURALSIGHT $1169.66 Tech course,,Education
Legal Services,Miscellaneous,Other
QUEST DIAGNOSTICS $615.16,,Healthcare
METRO TRANSIT $196.34 Charging,,Transport
PROPERTY TAX $1618.13,,Housing
Phone Bill,rechnungen,Bills & Utilities
