merchant,description,category
Ring,Phone bill,Bills & Utilities
Church,Various,Other
Amazon Locker,기타,Other
Vitamins,CPAP supplies,Healthcare
McDonald's,,Food & Drink
HBO Max,Internet,Bills & Utilities
Black Cab,교통,Transport
HP,Monitor,Shopping
Udacity,,Education
MISC PURCHASE $17.74 Legal fee,,Other
WALGREENS #8366 $1006.48,,Healthcare
PHARMACY PURCHASE $1049.66,,Healthcare
Exxon,One way,Transport
Pawn Shop,geral,Other
JOANN,متجر,Shopping
Alaska Airlines,Fuel,Transport
MEDICAL CENTER $1070.86,,Healthcare
RENT PAYMENT $1817.67 Tax payment,,Housing
FasTrak,旅行,Transport
DIVIDEND AIRB $8642.72,,Income
RECURRING PAYMENT Trash Pickup,,Bills & Utilities
Robinhood,Rental income,Income
DELTA AIR LINES $532.37,,Transport
DMV,一般,Other
Therapy Session,Contacts,Healthcare
Nykaa,Outdoor gear,Shopping
POS PURCHASE Smoothie King DUBAI,,Food & Drink
LOWES #3847 $2416.20 Handyman,,Housing
MORTGAGE PAYMENT $2719.37,,Housing
Dry Cleaners,,Other
MISC PURCHASE $32.64 Fine payment,,Other
Liberty Mutual,Finance charge,Bills & Utilities
PayPal,salario,Income
HOME DEPOT #4756 $2652.98,,Housing
Walmart Pharmacy,,Healthcare
CHEGG STUDY $631.00,,Education
Museum,musik,Entertainment
Cabela's,買い物,Shopping
FedEx Office,その他,Other
Gas Bill,Auto-pay,Bills & Utilities
HOME DEPOT.COM $1399.08 Cleaning,,Housing
STATE FARM INS $262.99 Late fee,,Bills & Utilities
Government,Top-up,Other
Book Store,Workshop,Education
Outback,,Food & Drink
Interest Payment,給与,Income
Game Ticket,Museum visit,Entertainment
City Tax,utilidades,Bills & Utilities
PURCHASE AUTHORIZED KFC $60.81 Dinner,,Food & Drink
SKILLSHARE $174.58,,Education
Doctor,krankenhaus,Healthcare
La Taqueria,,Food & Drink
LA Fitness,factures,Bills & Utilities
Rental Car,Regular gas,Transport
POS PURCHASE Krispy Kreme CHICAGO,,Food & Drink
DELTA AIR LINES $507.05,,Transport
Mount Sinai,dentiste,Healthcare
TARGET T-6727 PURCHASE Adapter,,Shopping
T-MOBILE AUTOPAY $104.60,,Bills & Utilities
Remittance,,Other
CVS PHARMACY #8899 $959.58 Wellness visit,,Healthcare
APPLE STORE PURCHASE $125.99 Belt,,Shopping
CARD 3860 PURCHASE Five Guys Late night snack,,Food & Drink
PAYPAL TRANSFER $8877.64,,Income
FEDEx SHIPPING $40.89 Handling,,Other
Airbnb,住房,Housing
NIKE.COM ORDER PURCHASE Sports equipment,,Shopping
Junk Removal,Smart home,Housing
ATM WITHDRAWAL FEE General expense,,Other
AUTOPAY VERIZON WIRELESS $184.25 Subscription,,Bills & Utilities
MISC PURCHASE $64.60,,Other
KAISER PERMANENTE $1432.39,,Healthcare
Bank of America,,Income
UDEMY COURSE $1954.40,,Education
MEDICAL CENTER $1400.39,,Healthcare
Metro Card,燃料,Transport
Netflix,Broadband,Bills & Utilities
DEBIT CARD PURCHASE Marco's Pizza Iced Coffee,,Food & Drink
Molly Maid,Decor,Housing
Louis Vuitton,Makeup,Shopping
Landscaping,Monthly rent,Housing
First Aid,Specialist visit,Healthcare
Starbucks,Date night,Food & Drink
Squarespace,Royalties,Income
Gratuity,Royalties,Income
AMC THEATRES CHICAGO $123.03,,Entertainment
STOCK SALE ROBI $9257.62,,Income
PHARMACY PURCHASE $749.47 Medical visit,,Healthcare
Severance,Monthly salary,Income
UPS SHIPPING $136.37,,Other
Grab,,Transport
National Car Rental,Bus fare,Transport
Cooking Classes,大学,Education
UBER *TRIP $476.39,,Transport
UDEMY COURSE $1016.19 Tuition fee,,Education
Popeyes,食料品,Food & Drink
Pet Hospital,Emergency,Healthcare
Rewards,Settlement check,Income
Car Rental,燃料,Transport
PROPERTY TAX $1067.74,,Housing
Storage Unit,임대,Housing
YouTube Music,E-book,Entertainment
New Balance,Makeup,Shopping
Bird,Supercharger,Transport
CompTIA,Practice exam,Education
METRO TRANSIT $781.38,,Transport
Airbnb,HOA fee,Housing
Roadside Assistance,,Transport
PLURALSIGHT $324.62,,Education
BP Pulse,Car wash,Transport
Refund,Side hustle,Income
Counseling Center,Pharmacy,Healthcare
Spirit,हवाई जहाज,Transport
Smart Home,Plumber,Housing
Disney+,assurance,Bills & Utilities
PROPERTY TAX $1763.48 Smart home,,Housing
DOORDASH *Denny's PURCHASE Burrito,,Food & Drink
Lottery Winnings,Freelance payment,Income
Karaoke,ストリーミング,Entertainment
BANK FEE $64.56,,Other
WALGREENS #2058 $1326.76,,Healthcare
DELTA AIR LINES $727.30 Alignment,,Transport
RECURRING PAYMENT Prepaid plan Electric bill,,Bills & Utilities
Mortgage,Handyman,Housing
STOCK SALE FIDE $7804.43 Gift card redemption,,Income
Realtor.com,주택담보대출,Housing
SCHOOL PAYMENT $1513.77 Student loan,,Education
Carpool,combustível,Transport
PARKING MUMBAI $246.11,,Transport
LOWES #3656 $2918.48 Moving,,Housing
GOVERNMENT PAYMENT $166.50,,Other
TICKETMASTER $90.71,,Entertainment
Rosetta Stone,Spa treatment,Entertainment
Self Storage,Grooming,Other
DELTA AIR LINES $468.75,,Transport
Sylvan Learning,كتب,Education
TARGET T-5546 PURCHASE Gloves,,Shopping
BEST BUY #2308 SEOUL,,Shopping
MORTGAGE PAYMENT $2707.33 Vacation rental,,Housing
BANK FEE $38.57,,Other
Bolt,Express lane,Transport
Maid Brigade,Security deposit,Housing
McDonald's SUBSCRIPTION RENEWAL,,Food & Drink
TARGET T-6227 PURCHASE,,Shopping
Medicine,चिकित्सा,Healthcare
Ramen Ichiran,Drive-through,Food & Drink
Realtor.com,家,Housing
Fidelity,Rebate check,Income
Peet's Coffee STORE #2452 PURCHASE,,Food & Drink
DENTAL ASSOCIATES $131.22,,Healthcare
HOME DEPOT.COM $2728.52,,Housing
DIRECT DEBIT CenturyLink $292.32,,Bills & Utilities
Publix,Happy hour,Food & Drink
Google Store,,Shopping
BEST BUY #9707 TORONTO,,Shopping
XBOX LIVE $112.66,,Entertainment
Cleaning Service,Smart home,Housing
Internet Bill,,Bills & Utilities
Cracker Barrel,Buffet,Food & Drink
USPS,Misc purchase,Other
Pottery Barn,Clothes,Shopping
Etsy,Freelance payment,Income
Vision Center,병원,Healthcare
Babbel,streaming,Entertainment
Disability,Rental income,Income
Maid Brigade,抵押贷款,Housing
ACH CREDIT Direct Deposit,,Income
Habitat for Humanity,Filing fee,Other
Cedars-Sinai,Braces,Healthcare
STOCK SALE COIN $5786.73,,Income
CVS PHARMACY #3970 $738.54,,Healthcare
DENTAL ASSOCIATES $1403.67 Counseling,,Healthcare
Nike,쇼핑,Shopping
HOME DEPOT.COM $2959.09 Rent,,Housing
Treehouse,Grant,Education
GMAT Prep,,Education
UBER EATS *Souplantation PURCHASE,,Food & Drink
PURCHASE AUTHORIZED Nando's $80.29 Latte,,Food & Drink
Adidas,Electronics,Shopping
DEBIT PURCHASE TJ Maxx Jewelry,,Shopping
UBER EATS *Subway PURCHASE,,Food & Drink
USPS POSTAGE $78.27,,Other
METRO TRANSIT $508.34,,Transport
PlayStation Store,,Entertainment
BOOK STORE $745.69,,Education
ONLINE ORDER eBay Office supplies,,Shopping
Court Payment,فواتير,Bills & Utilities
Progressive,बीमा,Bills & Utilities
COMCAST CABLE $238.71 Monthly premium,,Bills & Utilities
PHARMACY PURCHASE $765.38 Pharmacy,,Healthcare
Travelers,Water bill,Bills & Utilities
Walgreens,Crown,Healthcare
DIRECT DEPOSIT PAYROLL $1964.12,,Income
EXXON MOBIL #4191 EV charging,,Transport
Penalty,기타,Other
Southwest Airlines,Gas,Transport
New Balance,Home decor,Shopping
CHEGG STUDY $1754.09 Learning,,Education
Toll,Unit rental,Other
STEAM PURCHASE $22.10 Manicure,,Entertainment
STOCK SALE FREE $852.73 Overtime,,Income
Restoration Hardware,商店,Shopping
SKILLSHARE $398.26,,Education
Laundromat,Accounting,Other
POS PURCHASE Jack in the Box TORONTO,,Food & Drink
Comcast,Monthly fee,Bills & Utilities
PHARMACY PURCHASE $1201.27,,Healthcare
Accountant,Lost item,Other
Target,Garden supplies,Shopping
Rite Aid,Retainer,Healthcare
Dollar General,,Shopping
Apple TV+,,Entertainment
Trulia,बंधक,Housing
PARKING PARIS $305.71,,Transport
CHEGG STUDY $56.95 Financial aid,,Education
Del Taco,Family meal,Food & Drink
Imaging Center,dentiste,Healthcare
Appliance Store,réparation,Housing
Red Cross,Penalty,Other
Peet's Coffee,,Food & Drink
Brinks,Deductible,Bills & Utilities
FEDEx SHIPPING $13.97,,Other
NETFLIX.COM $95.17,,Entertainment
Electrical,Pest control,Housing
CreativeLive,,Education
Barnes & Noble,Baby items,Shopping
IRS TREAS 310 TAX REF IRS refund,,Income
Biryani Palace,Family meal,Food & Drink
STOCK SALE SALE $3398.86,,Income
Paintball,Concert,Entertainment
Penalty,أخرى,Other
Hardee's,Family meal,Food & Drink
DOORDASH *Walmart PURCHASE,,Food & Drink
Test Prep,curso,Education
PLAYSTATION STORE $108.39,,Entertainment
PG&E ELECTRIC $103.11 Mobile plan,,Bills & Utilities
Ambulance,Pet surgery,Healthcare
RENT PAYMENT $1360.20,,Housing
Mercado Libre,ropa,Shopping
TICKETMASTER $129.29,,Entertainment
Saks Fifth Avenue,Adapter,Shopping
UDEMY COURSE $1996.37 Language class,,Education
Brilliant,강좌,Education
PURCHASE AUTHORIZED Starbucks $30.74 Happy hour,,Food & Drink
Property Tax,Internet,Bills & Utilities
MISC PURCHASE $83.37,,Other
ParkWhiz,,Transport
Bass Pro Shops,商店,Shopping
CVS PHARMACY #4439 $898.89 Follow-up,,Healthcare
PARKING DUBAI $254.86,,Transport
Apartments.com,Smart home,Housing
PLAYSTATION STORE $91.36 Meditation app,,Entertainment
Deli,Sandwich,Food & Drink
DOORDASH *Shake Shack PURCHASE,,Food & Drink
Dollar General,Electronics,Shopping
Property Tax,Administrative fee,Bills & Utilities
E-ZPass,транспорт,Transport
Tea House,Water,Food & Drink
VRBO,Maid service,Housing
Mosque,,Other
COMCAST CABLE $145.75 Fiber,,Bills & Utilities
HOME DEPOT #4981 $1287.71,,Housing
Plant Store,autres,Other
CVS Pharmacy,Prescription,Healthcare
T-Mobile,Wireless bill,Bills & Utilities
STATE TREASURY REFUND Award,,Income
CHEGG STUDY $587.79,,Education
WALGREENS #2179 $1276.96 Root canal,,Healthcare
Gratuity,Crowdfunding,Income
HOME DEPOT #1036 $919.52 Furniture,,Housing
NETFLIX.COM $171.54,,Entertainment
HOSPITAL BILL $232.39,,Healthcare
Harvard Extension,Registration fee,Education
Xbox Store,DLC,Entertainment
Psychologist,,Healthcare
Rental Income,Rental income,Income
Trash Pickup,Monthly fee,Bills & Utilities
Books-A-Million,Skincare,Shopping
HOSPITAL BILL $88.70,,Healthcare
WAL-MART SUPERCENTER #6709 Home decor,,Shopping
MORTGAGE PAYMENT $887.14 Vacation rental,,Housing
Ashley Furniture,Charger,Shopping
Penalty,सामान्य,Other
LA Fitness,Auto-pay,Bills & Utilities
Overstock,,Shopping
Mattress Store,,Housing
Childcare,Various,Other
CompTIA,bildung,Education
VRBO,Lawn mowing,Housing
Planet Fitness,Broadband,Bills & Utilities
BioReference,Medical,Healthcare
McDonald's,아침,Food & Drink
UNITED AIRLINES $646.44,,Transport
Cafe,Coffee,Food & Drink
AUTOPAY VERIZON WIRELESS $294.78 Installation fee,,Bills & Utilities
MISC PURCHASE $179.61,,Other
Pluralsight,पाठ्यक्रम,Education
Test Prep,Fellowship,Education
FEDEx SHIPPING $170.75 Scanning,,Other
LYFT RIDES $121.10 Cab fare,,Transport
CVS Pharmacy,Dental cleaning,Healthcare
COMCAST CABLE $281.92,,Bills & Utilities
WAL-MART SUPERCENTER #9330,,Shopping
Lottery Ticket,Babysitting,Other
Pizza Hut,عشاء,Food & Drink
ONLINE PURCHASE Little Caesars.COM,,Food & Drink
Smart Lock,Garden,Housing
LIVE NATION $183.40,,Entertainment
Dance Classes,Learning,Education
LensCrafters,Hospital stay,Healthcare
Sweet Tomatoes STORE #9636 PURCHASE,,Food & Drink
UBER *TRIP $189.11,,Transport
IRS TREAS 310 TAX REF Consulting,,Income
MAINTENANCE Ace Hardware $1734.58,,Housing
Squarespace,зарплата,Income
AUTOPAY VERIZON WIRELESS $263.24,,Bills & Utilities
Cox Communications,Monthly premium,Bills & Utilities
Intellectual Property,Stock dividend,Income
Deezer,Premium subscription,Entertainment
WESTERN UNION $163.90 Transfer,,Other
XBOX LIVE $16.64 Theme park,,Entertainment
MAINTENANCE Landscaping $1447.01 Lease payment,,Housing
PLURALSIGHT $111.45 Application fee,,Education
TARGET T-3298 PURCHASE,,Shopping
Casino,Stamp,Other
Pest Control,Hotel,Housing
TikTok,Manicure,Entertainment
ONLINE ORDER Hobby Lobby,,Shopping
EXXON MOBIL #4388 Gas,,Transport
Netflix,,Bills & Utilities
Longhorn Steakhouse SUBSCRIPTION RENEWAL Catering order,,Food & Drink
Hawaiian Airlines,Annual pass,Transport
Gym,Pay-per-view,Entertainment
Chanel,,Shopping
Xbox Store,音楽,Entertainment
RENT PAYMENT $2064.65,,Housing
Marketplace Order,Retail,Shopping
Tutor,,Education
WESTERN UNION $151.62 Top-up,,Other
UPS SHIPPING $130.81,,Other
Vocational Training,Books,Education
Uber,,Transport
T-MOBILE AUTOPAY $34.40,,Bills & Utilities
Late Fee,Prepaid load,Other
PG&E ELECTRIC $76.04 Broadband,,Bills & Utilities
HOSPITAL BILL $1075.30 Vitamins,,Healthcare
Consulting Fee,доход,Income
Venmo,,Income
Intellectual Property,Side hustle,Income
Workshop,curso,Education
Condo Fee,,Housing
Supplement,مستشفى,Healthcare
APPLE STORE PURCHASE $452.60 Gift,,Shopping
Megabus,旅行,Transport
PROPERTY TAX $2179.45 Move-in fee,,Housing
Enterprise Rent-A-Car,ईंधन,Transport
College,كتب,Education
UPS SHIPPING $86.01,,Other
STOCK SALE BONU $9207.52,,Income
Capital Gains,,Income
Ambulance,Vaccination,Healthcare
SPOTIFY USA $102.85,,Entertainment
Dance Club,Premium subscription,Entertainment
Steam,,Shopping
HBO Max,Training session,Entertainment
FEDEx SHIPPING $188.49,,Other
Casino,Gallery exhibition,Entertainment
CARD 5154 PURCHASE Domino's,,Food & Drink
401k Distribution,Overtime,Income
Property Tax,,Housing
Nanny,,Other
Target,,Shopping
Peloton,seguro,Bills & Utilities
STEAM PURCHASE $59.89,,Entertainment
License Fee,,Income
COURSERA PURCHASE $602.00,,Education
Azure Certification,Student loan,Education
MetLife,बीमा,Bills & Utilities
TARGET T-2663 PURCHASE,,Shopping
Food Market,Pasta,Food & Drink
WALGREENS #5892 $990.27 CPAP supplies,,Healthcare
Deductible payment,,Healthcare
Spirit,燃料,Transport
ONLINE ORDER Retail Purchase,,Shopping
TARGET T-1859 PURCHASE,,Shopping
DMV,Donation,Other
Tile,,Housing
LA Fitness,उपयोगिताएँ,Bills & Utilities
